1,1000,7.3733245
1,2000,81.94449
1,5000,1613.9945635
1,7000,3411.7789155
1,10000,9151.215512499999
2,1000,2.6692915
2,2000,42.634476
2,5000,778.9760584999999
2,7000,2086.1258675
2,10000,4757.3786535
4,1000,1.3322675
4,2000,20.667187
4,5000,451.5515795
4,7000,1365.356663
4,10000,3533.0812235000003
8,1000,0.7413514999999999
8,2000,10.47268
8,5000,220.751572
8,7000,633.9749429999999
8,10000,2180.1767769999997
16,1000,0.481148
16,2000,5.0080785
16,5000,131.121612
16,7000,363.65078800000003
16,10000,895.2931025
28,1000,0.43045599999999995
28,2000,3.4743095
28,5000,82.299329
28,7000,210.9103825
28,10000,608.3654805
